id,model,connectance_mod,complexity_mod,distance_mod,basal_mod,top_mod,S1_mod,S2_mod,S4_mod,S5_mod
946,hierarchy,0.03700086805555555,0.9559692286788055,1.0,3.0,3.0,937.0,38.0,538.0,486.0
946,maxent,0.03721788194444445,0.9407325345729637,2.0,65.0,31.0,0.0,0.0,1554.0,2226.0
26,random,0.06818181818181818,0.958701154945212,2.0,5.0,3.0,17.0,1.0,9.0,17.0
26,niche,0.0763888888888889,0.9339502876051201,2.0,7.0,0.0,20.0,3.0,18.0,21.0
26,cascade,0.05671077504725898,0.9621169895359266,4.0,9.0,5.0,18.0,2.0,12.0,21.0
26,hierarchy,0.05860113421550094,0.9658350642290844,1.0,5.0,2.0,31.0,2.0,9.0,13.0
26,maxent,0.059027777777777776,0.9635031739927206,2.0,4.0,9.0,30.0,2.0,28.0,16.0
27,random,0.015390647975688659,0.9726940512848726,1.0,15.0,18.0,219.0,5.0,105.0,103.0
27,niche,0.015402095694988006,0.9597256131925318,2.0,36.0,29.0,89.0,1.0,100.0,149.0
27,cascade,0.014893015364313318,0.9598365978712046,4.0,31.0,35.0,151.0,5.0,166.0,148.0
27,hierarchy,0.013514739229024943,0.977060925355158,2.0,14.0,23.0,150.0,1.0,110.0,54.0
27,maxent,0.013349946600213599,0.0,2.0,9.0,97.0,0.0,0.0,2807.0,95.0
28,random,0.16049382716049382,0.9258813055141194,1.0,0.0,1.0,73.0,20.0,33.0,33.0
28,niche,0.13580246913580246,0.907643421409468,2.0,4.0,3.0,37.0,18.0,35.0,67.0
28,cascade,0.10802469135802469,0.9260836155920646,3.0,5.0,3.0,41.0,8.0,25.0,46.0
28,hierarchy,0.1111111111111111,0.9408775211238424,2.0,1.0,2.0,37.0,10.0,27.0,17.0
28,maxent,0.11728395061728394,0.9145008258510013,2.0,4.0,5.0,23.0,4.0,29.0,29.0
947,random,0.15789473684210525,0.9203285823653033,1.0,1.0,1.0,33.0,3.0,24.0,24.0
947,niche,0.0997229916897507,0.9191916559896505,3.0,10.0,0.0,4.0,0.0,3.0,16.0
947,cascade,0.18559556786703602,0.9119105621129429,2.0,1.0,3.0,94.0,48.0,109.0,92.0
947,hierarchy,0.14958448753462603,0.9278162408793225,1.0,5.0,0.0,14.0,3.0,4.0,13.0
947,maxent,0.16066481994459833,0.9080388712104045,2.0,2.0,3.0,32.0,35.0,71.0,79.0
1262,random,0.0621301775147929,0.9601758670968887,4.0,3.0,5.0,57.0,2.0,25.0,21.0
1262,niche,0.08695652173913043,0.9192906084430967,2.0,8.0,6.0,28.0,15.0,45.0,72.0
1262,cascade,0.07544378698224852,0.9424806353402766,3.0,5.0,5.0,47.0,15.0,49.0,53.0
1262,hierarchy,0.08875739644970414,0.9413861198055542,1.0,1.0,6.0,86.0,8.0,61.0,34.0
1262,maxent,0.08875739644970414,0.904868314943136,3.0,14.0,7.0,6.0,10.0,117.0,213.0
1261,random,0.08284023668639054,0.9803379411807297,2.0,4.0,4.0,13.0,0.0,6.0,5.0
